img_name,p,r,f1,f2,ap_50,ap_50_95,conf,pred_cls,target_cls
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_3403396800_01005_jpg.rf.089e7bcff1fe4ca0a5efcbb8ba1d31a3.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          4]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425614600_00001_jpg.rf.d08146824f2f274a835da26023733959.jpg,[          1],[          1],[          1],[          1],0.995,0.8955,[    0.37778],[          9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_436164300_01201_jpg.rf.85573a21edbf1fa649474a2d02b1f985.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3436813700_00329_jpg.rf.6b0f3214e509051d3f663785b72f9977.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_436165200_00707_jpg.rf.c381097c20f217474d6a7055b68e42b5.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_436164700_01556_jpg.rf.f334be6da007856c550eea2733e6ddfb.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_4406645900_00618_jpg.rf.4728af3455c5277eb1fddbd3836acad8.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425243300_00542_jpg.rf.14bf99bd3ac913df040788581e0c88dc.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_4406645900_00539_jpg.rf.5326b38415f2224b33d1177da2f08acc.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_3403391400_01266_jpg.rf.80af5beb629c06713ab61361167a5fb1.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          4]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_05_4406645900_00121_jpg.rf.1436f27643598a147db9887106c187f6.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_4406645900_00492_jpg.rf.e7263b2fc93e67e0e539b5c351794ac4.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425508200_00364_jpg.rf.b7359501e11684697ea0179ee2d73c6a.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2           2           2           2]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_425505000_00050_jpg.rf.8dd309fffb6d54f06ca08a323ff8d674.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          4           9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_436153300_01008_jpg.rf.f63e360cafbe1d3c24a7003bf62e611c.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425241400_00039_jpg.rf.b8d9feafc1b8dd39b237b1fbe2f64c01.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425508200_00033_jpg.rf.5fce67dd739986f4e810a69a3dbdd898.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2           2]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425391700_00189_jpg.rf.1a13221d07f68c02a79b1ad4271531b6.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_4406645900_00543_jpg.rf.ed669612518b5fdf164ffecd32e9ee20.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_425614600_00421_jpg.rf.2515be4bc918194d52817f85a91b1d76.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_425502300_01407_jpg.rf.373e002d051b7dffab2253e6395233ff.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3           3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_425622400_00001_jpg.rf.1569615634dbd1da5eb39c062886d1b1.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.2985,[    0.71437],[          1],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_425503500_00017_jpg.rf.0e8d663c52ed2c69d593baf76af5b85a.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_425502300_00338_jpg.rf.e2b675b66d9467a731b1a879826eb4ab.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_4402719500_00001_jpg.rf.22f073984ae35b05d1552fc55e648838.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_425613800_00026_jpg.rf.9431cf66cf71bdcc8d00f4aa1397fc09.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          0]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425640100_00874_jpg.rf.60e0b0bf22233173d446c821485769f3.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.44775,[    0.67885],[          1],[          9           1]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425007600_00673_jpg.rf.9829fb414e6d963f8995480d2ab499b5.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425006600_00376_jpg.rf.72cd03df7d5dbe716a362ba631a7be7a.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425005700_00377_jpg.rf.ad0227dd72c803e70f00c59f54aedf0a.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_4404580600_00513_jpg.rf.13a229dfa7704d8aca630e341f2eee89.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6           6           6           6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_3436814000_00009_jpg.rf.def8ad57e2e2e27a4cc7872751aa9b60.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_SIS001540_00771_jpg.rf.c05779ebea02d856e4cd5a0abb7c888d.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_425392300_00834_jpg.rf.0b128393fbd7d86c43aac9827542b5a8.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_425622700_00002_jpg.rf.32ac3443018ededf38865b2563278ed9.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          5]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_425502300_01397_jpg.rf.a60eabd84ddcc5a78530397551fb1962.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_425380400_00732_jpg.rf.2724305c2310ce939118e9722a75a6a9.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425639900_00613_jpg.rf.447c5c60c1227cd51220d96abf9cf5dc.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[    0.28436],[          3],[          2           6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_425391800_00255_jpg.rf.97a06641064fcb5c4dfd11719bd13b31.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_4406645900_00559_jpg.rf.03067aded65780c0d73f5e141c82a6d5.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_425501800_00017_jpg.rf.812d82b38c0ed09113d87b40c7a5f262.jpg,[          1],[          1],[          1],[          1],0.995,0.398,[    0.48436     0.45922     0.38487],[          9           1           9],[          1]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_435974600_00213_jpg.rf.0a01558b2ae421b20d1e9dc2d2a9ec13.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425005700_00490_jpg.rf.427c92061ff932c557f54e00eba8331c.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425008000_00037_jpg.rf.19c58306deeb9c7995251dd4a6fad689.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_4406743300_00094_jpg.rf.4de6f9fd4829253babeab689f1c2cd87.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_425390700_00020_jpg.rf.f94b71ea26f422f480424cb40c4a4c22.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          5           5]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_3436814000_00009_jpg.rf.3792cfc19eff0bddbb07888c1d7c4003.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_425502300_01402_jpg.rf.89482ff308039ff5c49e702b1dee3065.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_4402831800_01217_jpg.rf.3885a1149dce7ce8db0314a6cd9dc83d.jpg,[    0.89735],[          1],[     0.9459],[    0.97763],0.995,0.44775,[    0.63682     0.49693     0.25102],[          1           9           9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_425501800_01220_jpg.rf.113f0d789ceb8e5b634869258e492361.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425383400_01036_jpg.rf.cf5334663cc46ce2c0d79d4dc8621f07.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.44775,[    0.34102],[          9],[          9           1]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425008000_00002_jpg.rf.cf4a202b39d361e12b0956129f08c2c7.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3436788500_00879_jpg.rf.d82d1a030f2f2645b5fa35b6bb4f9b84.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.54725,[    0.66596      0.5482],[          1           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_4406645900_00850_jpg.rf.83dfa6cef754c57bafb93c18990008a1.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_425507200_01513_jpg.rf.2f96a24a72e35071d0aa3f756150b84c.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_425237000_00670_jpg.rf.dda82ee1b4bf2438519eb8bc5c19c7ac.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          2           8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425382400_00001_jpg.rf.1e40bf6e954bf658573f06a23293faed.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.65423],[          1],[          9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3436813700_00335_jpg.rf.a7bc0aa20aa1d0ecb40a94bec8d799f1.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_436165600_00004_jpg.rf.fc44fddcc1d6d22c1c7f5f445ab038d8.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_425637500_00653_jpg.rf.36196537eded48062974df2ad0f82dff.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.29363],[          1],[          9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_4402724500_01245_jpg.rf.f8462455a8fc8a32606dcdf2c415a0df.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          5           5           5]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_4402842500_01044_jpg.rf.0559520a625f7cbc8e8b1ca1d8cdd585.jpg,[    0.49627],[          1],[    0.66334],[    0.83125],0.995,0.6467499999999999,[    0.65562     0.60983     0.37632     0.37466     0.30514],[          1           1           1           1           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_425613500_00001_jpg.rf.23fe4ca91985d975edc64398a61d1d44.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          4]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_4406772100_00243_jpg.rf.047681178919abd84bd1f26a71cfd387.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_4406645900_00740_jpg.rf.3613bbd33e41972500a658f63397f575.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_3403333800_00715_jpg.rf.9fb79c365a632d00f8a9f2e8442920e3.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.199,[    0.43469],[          9],[          4           9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_4403744200_01175_jpg.rf.0e6bf1d95865a297c900faf9bdf3dd25.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425508200_00359_jpg.rf.18297ae2807fcb5b2903ab09fd509949.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          2           2           2           2           2           6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_4405168700_00711_jpg.rf.44485f2119830d890be4178ead6eb577.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425609500_00001_jpg.rf.c139c9b2bbdc6c75c237db5429e5600f.jpg,[          1],[          1],[          1],[          1],0.995,0.597,[    0.47812],[          1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_3403334300_00853_jpg.rf.2b73635a7c025e596fbcaed164bc844b.jpg,[          0     0.88345],[          0           1],[          0     0.93812],[          0     0.97429],0.4975,0.2487499999999999,[    0.47364     0.25821],[          9           9],[          9           6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_4406743300_00475_jpg.rf.cbb17b1613752d938c0b919880db6c74.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3436813700_00321_jpg.rf.a2aa41eb9c661d396034776837f8af21.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_05_4406743300_00507_jpg.rf.edd6ef5091389130dea46c1bbcedacfa.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.25582],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3402616900_00001_jpg.rf.8a88102c40f5ec42f76d0cee1e2fae7d.jpg,[          0           0           0],[          0           0           0],[          0           0           0],[          0           0           0],0.0,0.0,[],[],[          9           5           4]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_435974600_00220_jpg.rf.300a6f692db45696d09a026b40f4070e.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425005700_00201_jpg.rf.d09b4219e5333345ca9d5415045133fc.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_3436814000_00011_jpg.rf.fa7a9baa1c7b041f0189ed06fe7c138b.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_3403404000_00928_jpg.rf.df8508e1bd685000c95a0a08c66c0b97.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[     0.4172],[          9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_05_425614700_00001_jpg.rf.db79a5131c5eed770ca9226f083b3b08.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.398,[    0.85651],[          1],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3402618000_00002_jpg.rf.d6609cfde33420b8cf3f5857f50d8e2c.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_425243200_00533_jpg.rf.c14db537449ebf25be4de62e902cd617.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
